"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Tua Tagovailoa","MIA","QB","14778","weighted",4409.70368141593,289.422018966619,28.3487610619469,2.85333218958101,12.4283008849558,0.814946833400237,89.2359115044248,14.4760591260123,0.727345132743363,1.00470805817117,3.66134955752212,0.29516885664136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-03-02,NA,NA,NA,NA
"Patrick Mahomes","KC","QB","13116","weighted",4468.92856637168,261.645314742428,33.2719292035398,3.19786166517102,11.3843008849558,1.12157446436673,381.378548672566,35.777255793208,1.80562831858407,0.717152672340561,2.75805309734513,0.605292647118444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-09-17,NA,NA,NA,NA
"C.J. Stroud","HOU","QB","16150","weighted",4366.66683185841,231.126954586604,29.9249734513274,3.70505034759654,9.40789380530973,1.75031080968765,193.425752212389,20.054055504127,2.89851327433628,0.789470982216314,3.65836283185841,0.308821234262685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,2001-10-03,NA,NA,NA,NA
"Jared Goff","DET","QB","12611","weighted",4345.81984070797,295.015698436659,28.6306194690266,3.01405201985973,10.138,1.09007049346111,48.8039646017699,14.0055001119304,1.20497345132743,0.505916320078656,2.90307522123894,0.127488531948006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1994-10-14,NA,NA,NA,NA
"Joe Burrow","CIN","QB","14777","weighted",4289.42991150443,181.083688017291,31.2578407079646,3.18274722277201,11.7061238938053,1.12331094803027,198.418424778761,35.1043373585965,2.38350442477876,0.509730106745089,2.72993362831858,0.620306127618948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1996-12-10,NA,NA,NA,NA
"Kirk Cousins","ATL","QB","10700","weighted",4092.87173451327,295.028727266123,27.6210265486726,4.07182657326121,11.3040530973451,2.40736303776747,107.57407079646,43.9120488198882,1.60026548672566,0.75554681338777,4.3941592920354,0.816284748238173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1988-08-19,NA,NA,NA,NA
"Josh Allen","BUF","QB","13589","weighted",4110.37277876106,265.917289787051,28.2415575221239,3.71268474882443,14.6475398230089,1.8487507188753,575.848973451328,67.1404793430734,9.58106194690265,1.53075642956443,4.02811946902655,0.0312663665371714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-05-21,NA,NA,NA,NA
"Dak Prescott","DAL","QB","12620","weighted",4225.13378761062,185.517537151314,31.6563716814159,2.79149065524469,12.4330265486726,1.76021307711581,221.722212389381,11.6133916633855,1.90072566371681,0.284120214456588,2.51632743362832,0.273906363899699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1993-07-29,NA,NA,NA,NA
"Jordan Love","GB","QB","14782","weighted",4069.13842477876,263.711502195785,30.5275752212389,3.74182004244599,10.8026902654867,1.67924419960644,211.473168141593,42.6402147767646,2.94826548672566,0.84419531516222,2.88486725663717,0.436407990457493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-11-02,NA,NA,NA,NA
"Brock Purdy","SF","QB","15698","weighted",4115.94396460177,146.458637993952,30.0247787610619,3.21329953057268,10.8455752212389,0.859543689068857,164.679026548673,21.3254212692446,1.9333982300885,0.23109935171643,2.31650442477876,0.346463799082334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1999-12-27,NA,NA,NA,NA
