"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Tom Brady","TB","QB","5848","weighted",4692.4871150519,342.438932212461,36.9371410034602,1.74010848469088,12.1000581521363,2.37884852381891,37.3720328719723,24.9380807099109,2.17452422145329,0.688026947441379,1.23883477508651,0.242797230366599,0.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,1977-08-03,NA,NA,NA,NA
"Patrick Mahomes","KC","QB","13116","weighted",5025.33065743945,176.653741913052,39.7406617647059,4.25676360863379,8.24526866777781,3.00322222351635,291.156228373702,78.1918703187177,2.80429930795848,0.665981702065937,1.31333131487889,0.540057783170334,2.13,4.79936859683329e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-09-17,NA,NA,NA,NA
"Aaron Rodgers","GB","QB","7836","weighted",4521.7267733564,398.072932692297,37.6796107266436,1.66645461222025,6.8088827446504,2.0111021311229,164.446306228374,32.9101007048515,1.9475562283737,0.536957228078944,2.44088494809689,0.457297019095967,1.65,2.39968429841664e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,1983-12-02,NA,NA,NA,NA
"Dak Prescott","DAL","QB","12620","weighted",4774.37987456747,295.134504649772,31.1154022491349,1.57284876208999,12.8169481821378,2.59750530930889,299.037820069204,30.5890741554523,3.55932958477509,0.797487737889481,2.90850692041522,1.0796385964537,3.22,4.79936859683329e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1993-07-29,"Q","Shoulder",2021,0
"Matt Ryan","ATL","QB","9099","weighted",4604.47388408304,263.802007092352,28.3935164359862,2.33771987240468,13.2685833104152,2.81933445365152,103.212759515571,35.0891809191815,1.36242647058824,0.49787014992849,3.35173702422145,1.26097620732316,2.13,4.79936859683329e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1985-05-17,NA,NA,NA,NA
"Josh Allen","BUF","QB","13589","weighted",4600.7008434256,298.654195551442,34.6569723183391,2.28825840891177,10.9338028757846,2.48000987015471,508.771531141868,71.0715663308267,6.800973183391,1.73456518054696,3.91663667820069,0.665086506604588,1.08,2.39968429841664e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1996-05-21,NA,NA,NA,NA
"Ben Roethlisberger","PIT","QB","7401","weighted",4290.86578719723,369.523293507477,31.8041522491349,2.77408490169485,13.5091543011669,2.8823781491097,30.9542906574394,20.8164926912246,0.212240484429066,0.372271358923318,1.01112889273356,0.189067200726416,3.19,4.79936859683329e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,1982-03-02,NA,NA,NA,NA
"Ryan Fitzpatrick","WAS","QB","8062","weighted",4053.13885380623,542.928009773954,24.7088105536332,3.89931793447117,14.8578869325994,3.82159600727862,236.170346020761,54.2678967997265,2.51563581314879,1.65936492132465,1.05926470588235,0.23650010669697,2.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,1982-11-24,NA,NA,NA,NA
"Justin Herbert","LAC","QB","14779","weighted",4647.33408304498,207.185804058675,32.517508650519,2.98974452137172,12.4590288342173,2.86774335377414,254.322802768166,38.6313842699681,3.90748702422145,1.47856468571756,1.14722750865052,0.241224794513851,1.84,2.39968429841664e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-03-10,NA,NA,NA,NA
"Derek Carr","LVR","QB","11644","weighted",4309.06528979239,286.747826727865,27.3664662629758,2.7373037206216,10.3640557453333,2.00745163609497,116.267902249135,18.8085410564477,2.0120285467128,0.95777267011278,4.62776384083045,1.36443756366716,0.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1991-03-28,NA,NA,NA,NA
"Matthew Stafford","LAR","QB","9431","weighted",4545.9041133218,183.322306215707,30.0373313148789,3.83709565116266,11.0721621253518,2.29305249446176,115.902711937716,25.6413138613657,0.738767301038062,0.721180373431841,2.21939878892734,0.484872228230497,1.59,2.39968429841664e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1988-02-07,NA,NA,NA,NA
"Matthew Stafford","LAR","QB","9431","weighted",4545.9041133218,183.322306215707,30.0373313148789,3.83709565116266,11.0721621253518,2.29305249446176,115.902711937716,25.6413138613657,0.738767301038062,0.721180373431841,2.21939878892734,0.484872228230497,1.59,2.39968429841664e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2003-05-23,NA,NA,NA,NA
"Russell Wilson","SEA","QB","10703","weighted",4351.09994377163,218.223236730658,34.8960423875433,1.89949730516465,11.2598290924684,2.23772096893757,458.707573529412,40.5348411533727,2.38104238754325,0.555634018975803,2.55029498269896,0.42517925296245,1.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1988-11-29,NA,NA,NA,NA
"Jameis Winston","NO","QB","12140","weighted",3971.31314878893,622.936030203361,27.0928460207612,4.90249140432797,15.1133965648125,3.33227846287222,203.126916089965,56.7354464716811,1.75332612456747,0.846349261731838,3.37061851211073,0.988964343306763,2.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1994-01-06,NA,NA,NA,NA
"Kirk Cousins","MIN","QB","10700","weighted",4361.07052768166,203.085889225614,31.9631747404844,1.80211277214537,12.5810139952523,2.8249861309293,128.885735294118,38.0656127376992,1.07301038062284,0.408909723003763,3.42270328719723,0.91574832557644,4.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1988-08-19,NA,NA,NA,NA
"Deshaun Watson","HOU","QB","13113","weighted",2311.56647747221,1635.2608456216,12.8056348741954,13.321658569677,4.22159157401989,3.43955163707338,165.851772966647,167.571967700267,1.37120538326507,2.10464122384364,0.419136337039204,0.269823413227662,1.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1995-09-14,NA,NA,NA,NA
"Joe Burrow","CIN","QB","14777","weighted",4255.30617214533,230.201537529756,26.2238148788927,3.00285217168467,11.6049436104348,2.76988243426994,220.214022491349,32.0210212396479,3.16524653979239,0.651758939125756,3.46305363321799,1.5360954121082,1.01,2.39968429841664e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1996-12-10,NA,NA,NA,NA
"Baker Mayfield","CLE","QB","13590","weighted",4031.60005190311,276.144463349001,28.781937716263,2.52533651923912,12.1300196908039,3.21826753708506,177.892564878893,51.2323548841785,1.83673010380623,0.438905203101651,2.40335034602076,0.779112698535299,1.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1995-04-14,NA,NA,NA,NA
"Trevor Lawrence","JAC","QB","15237","weighted",4151.16049740484,280.972663450992,26.1979714532872,2.63858493496275,12.9824445336862,3.23900460559095,290.645294117647,100.027731367738,2.58505190311419,1.42855475622177,2.98592993079585,2.32000510129442,1.47,2.39968429841664e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-10-06,NA,NA,NA,NA
"Kyler Murray","ARI","QB","14056","weighted",4248.12560121107,216.034831482264,28.4900951557093,3.64311990214805,12.4687284347416,2.00127544962437,711.134788062284,55.0345846180134,6.99118079584775,0.967348435213928,2.67741435986159,0.768345512279334,1.59,2.39968429841664e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-08-07,NA,NA,NA,NA
"Ryan Tannehill","TEN","QB","10697","weighted",4076.25534602076,333.558843435338,31.1646626297578,2.65416308913813,9.93587658558759,2.15940396173391,254.716128892734,45.8569322916431,3.94347750865052,1.40407214788849,1.6927223183391,0.523968300986449,2.23,4.79936859683329e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,1988-07-27,NA,"Undisclosed",2021,0
"Jared Goff","DET","QB","12611","weighted",4001.8252032872,468.237403401075,22.6931401384083,3.46709400101041,12.9239144900196,2.92823851257536,104.793416955017,47.9157583428943,1.85916522491349,0.617169422416747,2.60678200692041,0.777326690487965,1.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1994-10-14,NA,NA,NA,NA
"Zach Wilson","NYJ","QB","15239","weighted",3822.58360294118,346.35914276953,22.5275216262976,3.80663862610754,14.2377685083082,2.64174373690054,302.863049307958,135.203500989516,2.88850778546713,1.74346153329976,2.06742214532872,0.452140703578001,1.47,2.39968429841664e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-08-03,NA,NA,NA,NA
"Mac Jones","NE","QB","15241","weighted",3746.5021799308,395.943234405707,22.6208650519031,4.01131317606409,11.9834089437633,3.68833688187709,172.354593425606,115.979767560225,2.33725346020761,2.51427809713529,1.32937716262976,0.231787139320277,1.47,2.39968429841664e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1998-09-05,NA,NA,NA,NA
"Andy Dalton","CHI","QB","10313","weighted",1642.30857213195,1722.90721423188,10.014913835549,10.6188978728881,5.87607142177531,6.01585670429733,91.4128754308223,103.319330140487,0.608921713441654,0.96080885206519,0.799996307237814,0.45989521107906,1.19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1987-10-29,NA,NA,NA,NA
"Jalen Hurts","PHI","QB","14783","weighted",3522.57004757785,330.158549410935,22.1288278546713,1.99197741082959,14.3657447516783,2.31843229128404,768.923866782007,143.765688713537,6.149723183391,0.37952272738385,4.70041089965398,1.61399897411135,1.28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-08-07,NA,NA,NA,NA
"Trey Lance","SF","QB","15240","weighted",2504.19299740484,1247.94135031546,14.9194204152249,8.53945650412305,8.76546709668557,5.18593921365169,344.861833910035,224.288827571941,3.08640570934256,2.31634172102298,1.7690008650519,0.789406513962671,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,2000-05-09,"Q","Finger",2021,0
"Tua Tagovailoa","MIA","QB","14778","weighted",3824.75746972318,325.150688612056,25.2350778546713,2.92953670465649,11.5629596453284,3.08294779500704,222.344325259516,59.1628757796158,3.23973183391003,1.02676969034147,1.34334775086505,0.157228418348442,1.58,2.39968429841664e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,1998-03-02,NA,NA,NA,NA
"Tyrod Taylor","HOU","QB","10413","weighted",2572.01325692042,1327.54839424353,14.4209126297578,8.07036462854968,6.54568143111742,3.99616423565403,234.280830449827,197.683441300725,1.69514705882353,1.63292212028605,0.959502595155709,0.516756249552426,0.7,1.19984214920832e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1989-08-03,NA,NA,NA,NA
"Jimmy Garoppolo","SF","QB","11760","weighted",2094.20583477509,1505.37659561369,12.6711634948097,10.0725772485287,7.27540839084663,5.47031388134735,50.5915700692042,41.1787244989561,0.566583044982699,0.562708795270473,2.56131920415225,1.66407722508418,2.13,4.79936859683329e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1991-11-02,NA,NA,NA,NA
"Teddy Bridgewater","DEN","QB","11640","weighted",3296.41022491349,1144.97808368853,18.6908780276817,7.56044768401255,11.1730984518489,4.91676922173489,203.822698961938,91.9038992381334,2.48715830449827,1.19447524382706,2.05330017301038,0.407116213548692,1.08,2.39968429841664e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1992-11-10,NA,NA,NA,NA
"Sam Darnold","CAR","QB","13592","weighted",3806.67951989619,364.554058800399,21.979857266436,5.07258511997013,13.5247730035348,3.18369615435433,224.681825259516,39.077309664321,2.84859861591695,1.5042025635389,2.64845588235294,0.955130163105213,2.13,4.79936859683329e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1997-06-05,NA,NA,NA,NA
"Carson Wentz","IND","QB","12610","weighted",3772.58169550173,259.447360762497,24.827214532872,2.71489685518243,12.3589938365517,3.44300048399333,248.924364186851,61.9708009349722,2.61730103806228,0.975985452834116,4.55753287197232,1.45017421055766,4.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,1992-12-30,NA,"Undisclosed",2021,0
"Justin Fields","CHI","QB","15238","weighted",3329.52033282905,761.073638799933,21.2627937468482,5.0111689460665,10.9329639256376,3.62975907066596,356.566999495714,179.830103906224,3.19569339384771,1.74727657415622,2.01970079004875,0.704947681170202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,1999-03-05,NA,NA,NA,NA
"Daniel Jones","NYG","QB","14059","weighted",3736.3505449827,165.397039393773,22.7139576124567,1.9883541215652,13.1468901562666,2.53271334113181,425.763092560554,39.4479603122457,2.66382785467128,0.80441180233202,5.57329584775086,1.8315803439342,1.87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1997-05-27,NA,NA,NA,NA
"Cam Newton","NE","QB","10273","weighted",951.112929623568,1245.21504166951,5.94108019639935,7.77817459305202,2.70049099836334,3.53553390593274,69.1325695581015,90.5096679918781,1.620294599018,2.12132034355964,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,1989-05-11,NA,NA,NA,NA
"Lamar Jackson","BAL","QB","13593","weighted",3322.52105536332,172.655451804655,28.6494074394464,2.96144536170231,11.0181037664917,2.42780768427018,1034.56298875433,177.44279202645,7.22203719723183,0.801291636844149,3.31792993079585,0.648955053047006,0.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,1997-01-07,NA,NA,NA,NA
"Drew Lock","DEN","QB","14057","weighted",1466.73405797101,1348.59407547482,9.11717391304348,9.37938317729937,6.23369565217391,5.10551535886198,85.9782608695652,75.0716787928682,0.954347826086957,1.40481009634943,0.534661835748792,0.442972355630302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,1996-11-10,NA,NA,NA,NA
"Taysom Hill","NO","QB","13424","weighted",776.867517301038,676.63303610829,2.90646626297578,2.51651120995799,2.31259083044983,2.6171218329962,378.083581314879,269.448936628795,5.0930276816609,4.31413499430929,2.47778114186851,1.18957251462693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,1990-08-23,NA,NA,NA,NA
