season,week,team,full_name,position,status,birth_date,years_exp,gsis_id,espn_id,yahoo_id,pfr_id,pff_id,sleeper_id
2026,1,PIT,Aaron Rodgers,QB,ACT,1983-12-02,21,00-0023459,8439,7200,RodgAa00,2241,96
2026,1,ATL,Nick Folk,K,ACT,1984-11-05,19,00-0025565,10621,8432,FolkNi20,3794,650
2026,1,CAR,J.J. Jansen,LS,ACT,1986-01-20,18,00-0026027,,,,,
2026,1,CIN,Joe Flacco,QB,ACT,1985-01-16,18,00-0026158,11252,8795,FlacJo00,4332,19
2026,1,BAL,Calais Campbell,DL,ACT,1986-09-01,18,00-0026190,11284,8827,CampCa99,4364,125
2026,1,CIN,Josh Johnson,QB,ACT,1986-05-15,18,00-0026300,11394,8937,JohnJo05,4474,260
2026,1,LA,Matthew Stafford,QB,ACT,1988-02-07,17,00-0026498,12483,9265,StafMa00,4924,421
2026,1,SF,Jon Weeks,LS,ACT,1986-02-17,16,00-0027224,,,,,
2026,1,TEN,Morgan Cox,LS,ACT,1986-04-26,16,00-0027557,,,,,
2026,1,SF,Trent Williams,OL,ACT,1988-07-19,16,00-0027857,,,,,
2026,1,PIT,Cameron Heyward,DL,ACT,1989-05-06,15,00-0027969,13977,24818,HeywCa01,6183,843
2026,1,PHI,Andy Dalton,QB,ACT,1987-10-29,15,00-0027973,14012,24822,DaltAn00,6187,829
2026,1,GB,Tyrod Taylor,QB,ACT,1989-08-03,15,00-0028118,14163,24967,TaylTy00,6332,827
2026,1,WAS,Nick Bellore,LB,ACT,1989-05-12,15,00-0028292,14471,25295,BellNi01,6515,815
2026,1,LAC,Josh Harris,LS,ACT,1989-04-27,14,00-0028845,15151,26168,HarrJo02,7748,1238
2026,1,MIN,Johnny Hekker,P,ACT,1990-02-08,14,00-0028872,15153,26350,HekkJo00,7252,1202
2026,1,CHI,Case Keenum,QB,ACT,1988-02-17,14,00-0028986,15168,26483,KeenCa00,7323,1737
2026,1,LV,Kirk Cousins,QB,ACT,1988-08-19,14,00-0029604,14880,25812,CousKi00,7102,1166
2026,1,NYJ,Demario Davis,LB,ACT,1989-01-11,14,00-0029607,14958,25787,DaviDe00,7079,1052
2026,1,DAL,Bryan Anger,P,ACT,1988-10-06,14,00-0029692,14950,25780,AngeBr00,7072,1113
2026,1,MIN,Andrew DePaola,LS,ACT,1987-07-28,14,00-0029714,,,,,
2026,1,SF,Kyle Juszczyk,RB,ACT,1991-04-23,13,00-0029892,16002,26753,JuszKy00,7912,1379
2026,1,MIN,Adam Thielen,WR,RET,1990-08-22,13,00-0030035,16460,27277,ThieAd00,8288,1689
2026,1,BAL,John Jenkins,DL,ACT,1989-07-11,13,00-0030070,15846,26705,JenkJo00,7863,1553
2026,1,CAR,Sam Martin,P,ACT,1990-02-27,13,00-0030092,15928,26788,MartSa01,7947,1516
2026,1,LA,David Quessenberry,OL,ACT,1990-08-24,13,00-0030097,,,,,
2026,1,WAS,Tress Way,P,ACT,1990-04-18,13,00-0030140,16166,26945,WayxTr00,8358,1506
2026,1,LAC,Tony Jefferson,DB,ACT,1992-01-27,13,00-0030294,16195,27081,JeffTo00,8361,1686
2026,1,KC,Travis Kelce,TE,ACT,1989-10-05,13,00-0030506,15847,26686,KelcTr00,7844,1466
2026,1,PHI,Lane Johnson,OL,ACT,1990-05-08,13,00-0030561,,,,,
2026,1,NYJ,Geno Smith,QB,ACT,1990-10-10,13,00-0030565,15864,26662,SmitGe00,7820,1373
2026,1,KC,James Winchester,LS,ACT,1989-08-06,13,00-0030615,16665,27494,WincJa00,8580,1785
2026,1,AZ,Casey Kreiter,LS,ACT,1990-08-13,12,00-0030957,,,,,
2026,1,LAC,Khalil Mack,LB,ACT,1991-02-22,12,00-0031040,16710,27533,MackKh00,8640,2036
2026,1,PIT,Chris Boswell,K,ACT,1991-03-16,12,00-0031136,17372,28188,BoswCh00,8990,1945
2026,1,WAS,Tyler Ott,LS,ACT,1992-02-28,12,00-0031156,,,,,
2026,1,CHI,Cairo Santos,K,ACT,1991-11-12,12,00-0031203,17427,28227,SantCa01,8932,2020
2026,1,NYG,Odell Beckham Jr.,WR,ACT,1992-11-05,12,00-0031235,16733,27540,BeckOd00,8647,2078
2026,1,DET,Teddy Bridgewater,QB,ACT,1992-11-10,12,00-0031237,16728,27560,BridTe00,8667,2152
2026,1,NYG,Shelby Harris,DL,ACT,1991-08-11,12,00-0031270,16837,27763,HarrSh00,8869,2033
2026,1,ATL,Jake Matthews,OL,ACT,1992-02-11,12,00-0031279,,,,,
2026,1,NE,Morgan Moses,OL,ACT,1991-03-03,12,00-0031330,,,,,
2026,1,LA,Davante Adams,WR,ACT,1992-12-24,12,00-0031381,16800,27581,AdamDa01,8688,2133
2026,1,SF,Mike Evans,WR,ACT,1993-08-21,12,00-0031408,16737,27535,EvanMi00,8642,2216
2026,1,SEA,DeMarcus Lawrence,LB,ACT,1992-04-28,12,00-0031411,16802,27562,LawrDe00,8669,2064
2026,1,NYG,Chris Manhertz,TE,ACT,1992-04-10,11,00-0031484,2531358,28365,ManhCh00,10211,3048
2026,1,SEA,Jason Myers,K,ACT,1991-05-12,11,00-0031492,2473037,28378,MyerJa00,10207,2747
2026,1,NYG,Jameis Winston,QB,ACT,1994-01-06,11,00-0031503,2969939,28389,WinsJa00,9434,2306
2026,1,HOU,Danielle Hunter,DL,ACT,1994-10-29,11,00-0031565,2976560,28476,HuntDa01,9521,2393
2026,1,CHI,Grady Jarrett,DL,ACT,1993-04-28,11,00-0031583,2576492,28525,JarrGr00,9570,2592
2026,1,CLE,Michael Burton,RB,ACT,1992-02-01,11,00-0031595,2515270,28556,BurtMi00,9601,2471
2026,1,SEA,Bobby Hart,OL,ACT,1994-08-21,11,00-0031622,,,,,
2026,1,DEN,Alex Singleton,LB,ACT,1993-12-07,11,00-0031898,2612151,28716,SingAl00,9994,2617
2026,1,SEA,Leonard Williams,DL,ACT,1994-06-20,11,00-0031933,2971622,28394,WillLe02,9439,2311
2026,1,TB,Rakeem Nunez-Roches,DL,ACT,1993-07-03,11,00-0031957,2575453,28605,NuneRa00,9650,2993
2026,1,SEA,Dante Fowler Jr.,DL,ACT,1994-08-03,11,00-0032052,2980100,28391,FowlDa00,9436,2308
2026,1,MIA,Bradley Pinion,P,ACT,1994-06-01,11,00-0032065,2977680,28553,PiniBr00,9598,2468
2026,1,HOU,Trent Brown,OL,ACT,1993-04-13,11,00-0032071,,,,,
2026,1,LAC,Denzel Perryman,LB,ACT,1992-12-05,11,00-0032103,2579621,28436,PerrDe00,9481,2353
2026,1,JAX,Ameer Abdullah,RB,ACT,1993-06-13,11,00-0032104,2576336,28442,AbduAm00,9487,2359
2026,1,LAC,Bud Dupree,LB,ACT,1993-02-12,11,00-0032146,2576702,28410,DuprAl00,9455,2327
2026,1,ATL,Trevor Siemian,QB,ACT,1991-12-26,11,00-0032156,2511109,28638,SiemTr00,9683,2549
2026,1,JAX,Arik Armstead,DL,ACT,1993-11-15,11,00-0032164,2971275,28405,ArmsAr01,9450,2322
2026,1,LV,Phillip Dorsett,WR,ACT,1993-01-05,11,00-0032208,2579604,28417,DorsPh00,9462,2334
2026,1,LA,Joe Cardona,LS,ACT,1992-04-16,11,00-0032228,,,,,
2026,1,WAS,Marcus Mariota,QB,ACT,1993-10-30,11,00-0032268,2576980,28390,MariMa01,9435,2307
2026,1,IND,DeForest Buckner,DL,ACT,1994-03-17,10,00-0032378,2971282,29241,BuckDe00,10641,3172
2026,1,SF,Eli Apple,DB,ACT,1995-08-09,10,00-0032379,3040506,29244,ApplEl00,10644,3189
2026,1,WAS,Laremy Tunsil,OL,ACT,1994-08-02,10,00-0032380,,,,,
2026,1,SEA,Jarran Reed,DL,ACT,1992-12-16,10,00-0032387,3115312,29289,ReedJa02,10683,3220
2026,1,CHI,Joe Thuney,OL,ACT,1992-11-18,10,00-0032391,,,,,
2026,1,ATL,Austin Hooper,TE,ACT,1994-10-29,10,00-0032392,3043275,29315,HoopAu00,10715,3202
2026,1,TB,Miles Killebrew,DB,ACT,1993-05-10,10,00-0032399,2575164,29345,KillMi00,10745,3272
2026,1,PIT,Dean Lowry,DL,ACT,1994-06-09,10,00-0032412,2974348,29371,LowrDe00,10771,3295
2026,1,NYG,DJ Reader,DL,ACT,1994-07-01,10,00-0032424,2977670,29400,ReadD.00,10800,3322
2026,1,NYG,Brandon Allen,QB,ACT,1992-09-05,10,00-0032434,2574511,29435,AlleBr00,10835,3357
2026,1,CIN,Ted Karras,OL,ACT,1993-03-15,10,00-0032445,,,,,
2026,1,CHI,Kalif Raymond,WR,ACT,1994-08-08,10,00-0032464,2973405,29631,RaymKa00,11028,3634
2026,1,BUF,Reid Ferguson,LS,ACT,1994-03-24,10,00-0032497,,,,,
2026,1,DEN,Wil Lutz,K,ACT,1994-07-07,10,00-0032569,2985659,29754,LutzWi00,11096,3678
2026,1,PHI,Jonathan Jones,DB,ACT,1993-09-20,10,00-0032580,2971027,29875,JoneJo03,11217,3415
2026,1,NYG,Roy Robertson-Harris,DL,ACT,1993-07-23,10,00-0032667,2574891,29920,RobeRo00,11341,3526
2026,1,SF,Jake Brendel,OL,ACT,1992-09-10,10,00-0032701,,,,,
2026,1,HOU,Ka'imi Fairbairn,K,ACT,1994-01-29,10,00-0032726,2971573,29792,FairKa01,11161,3451
2026,1,IND,Luke Rhodes,LS,ACT,1992-12-02,10,00-0032753,2566045,29588,RhodLu00,10940,3598
2026,1,HOU,Sheldon Rankins,DL,ACT,1994-04-02,10,00-0032759,2970204,29246,RankSh00,10646,3188
2026,1,KC,Chris Jones,DL,ACT,1994-07-03,10,00-0032762,3044859,29271,JoneCh09,10671,3558
2026,1,BAL,Derrick Henry,RB,ACT,1994-01-04,10,00-0032764,3043078,29279,HenrDe00,10679,3198
2026,1,SF,Demarcus Robinson,WR,ACT,1994-09-21,10,00-0032775,3043116,29360,RobiDe01,10760,3286
2026,1,TB,A'Shawn Robinson,DL,ACT,1995-03-21,10,00-0032889,3054857,29280,RobiAS00,10680,3218
2026,1,MIN,C.J. Ham,RB,RET,1993-07-22,10,00-0032918,4012556,29951,HamxC.00,11347,3832
2026,1,WAS,Antonio Hamilton,DB,ACT,1993-01-24,10,00-0032933,3056354,29957,HamiAn01,11353,3838
2026,1,TB,Riley Dixon,P,ACT,1993-08-24,10,00-0032943,2577619,29462,DixoRi00,10862,3383
2026,1,MIN,Carson Wentz,QB,ACT,1992-12-30,10,00-0032950,2573079,29236,WentCa00,10636,3161
2026,1,IND,Laquon Treadwell,WR,ACT,1995-06-14,10,00-0032951,3051889,29257,TreaLa00,10657,3155
2026,1,AZ,Isaac Seumalo,OL,ACT,1993-10-29,10,00-0032954,,,,,
2026,1,BAL,Ronnie Stanley,OL,ACT,1994-03-18,10,00-0032965,,,,,
2026,1,JAX,Eric Murray,DB,ACT,1994-01-07,10,00-0033038,2970716,29340,MurrEr00,10740,3268
2026,1,NYJ,David Onyemata,DL,ACT,1992-11-13,10,00-0033051,4002046,29354,OnyeDa00,10754,3281
2026,1,PIT,Jalen Ramsey,DB,ACT,1994-10-24,10,00-0033055,3045373,29239,RamsJa00,10639,3160
2026,1,NO,Zach Wood,LS,ACT,1993-01-10,10,00-0033063,,,,,
2026,1,AZ,Andrew Billings,DL,ACT,1995-06-03,10,00-0033066,3051775,29356,BillAn00,10756,3207
2026,1,DAL,Dak Prescott,QB,ACT,1993-07-29,10,00-0033077,2577417,29369,PresDa01,10769,3294
